turbidity,pH,TDS,color_smell,cases_per_1000,abd_pain_per_1000,fever_per_1000,dehydr_per_1000,turbidity_score,pH_score,tds_score,color_score,cases_score,abd_score,fever_score,dehydr_score,risk_score,risk_category
4.44846970359851,6.76295460870309,361.645832124885,1,1,2,10,0,40,0,0,30,4,12,50,0,17.4,Low
13.9801474394659,5.81399511363099,1876.79498764194,2,20,13,16,8,100,80,100,60,80,78,80,80,83.9,Very High
11.3560604592716,6.19822088956823,621.502839023668,1,5,10,14,1,100,40,40,30,20,60,70,10,46.5,Moderate
13.0741226538696,5.17502987256961,1629.8164723841,3,19,12,8,9,100,80,100,90,76,72,40,90,83.3,Very High
10.0711498738752,9.16542261994198,1588.47948975177,0,9,10,0,4,100,80,100,0,36,60,0,40,54.2,Moderate
0.115879747834319,8.28546933877071,481.097210410975,0,15,0,9,0,0,0,0,0,60,0,45,0,16.5,Low
11.499953635428,6.06547952838576,1062.12988655766,3,14,13,8,8,100,40,70,90,56,78,40,80,71.1,High
6.92993704209863,6.10865561546008,931.790359999177,0,20,12,11,5,70,40,40,0,80,72,55,50,54.6,Moderate
10.3114795705027,5.17630540443029,1634.52355092724,3,20,13,4,8,100,80,100,90,80,78,20,80,80.9,Very High
2.14312198285989,6.93608848878399,363.232860287658,0,2,9,2,4,40,0,0,0,8,54,10,40,19.3,Low
11.734419469575,7.36363245868242,762.627180420095,2,8,11,6,5,100,0,40,60,32,66,30,50,50.2,Moderate
1.60056201210407,7.40565538771848,1451.54117512221,1,20,9,19,1,40,0,70,30,80,54,95,10,47.7,Moderate
8.83044607016814,5.05947084073919,989.060257412161,0,9,8,12,9,70,80,40,0,36,48,60,90,55.1,Moderate
11.0797734769739,9.48797271254398,1812.64040769855,3,23,9,10,8,100,80,100,90,92,54,50,80,85.1,Very High
1.31651655575331,6.71761521710389,1523.40080903235,1,3,12,16,7,40,0,100,30,12,72,80,70,45.5,Moderate
13.2400339127422,5.46607746793139,775.789509509983,3,19,5,19,9,100,80,40,90,76,30,95,90,80.7,Very High
0.313794057331936,6.99042731460348,945.300707348523,1,0,10,5,4,0,0,40,30,0,60,25,40,18.5,Low
0.351842858072033,8.63274180554906,403.710515845026,0,3,5,3,4,0,40,0,0,12,30,15,40,15.4,Low
14.9832020155297,7.61154965739771,1305.48152099332,1,10,0,2,8,100,0,70,30,40,0,10,80,51,Moderate
11.4937574785314,5.33580026040552,1516.63900944137,1,21,7,18,9,100,80,100,30,84,42,90,90,82.4,Very High
0.125985327423797,6.96579087211407,493.340468965449,1,2,9,0,4,0,0,0,30,8,54,0,40,13.3,Low
5.1316137631473,8.64550839625056,1523.27502094446,3,21,3,18,0,70,40,100,90,84,18,90,0,63.7,High
11.9540719261394,7.61777935706941,603.623103837957,1,2,13,16,9,100,0,40,30,8,78,80,90,54,Moderate
13.4423061174229,5.53732103557963,1695.60486956058,2,14,13,19,9,100,80,100,60,56,78,95,90,82.1,Very High
13.2442415610868,6.8493100187013,749.681880413618,3,23,2,13,3,100,0,40,90,92,12,65,30,63,High
5.33718963043983,7.41374511572022,771.467997309734,2,17,6,14,2,70,0,40,60,68,36,70,20,49.4,Moderate
14.4429782975115,7.09076050965097,725.599410836976,1,19,1,19,7,100,0,40,30,76,6,95,70,62.5,High
0.855004090390822,7.48622966098437,446.509422419653,2,3,2,0,1,0,0,0,60,12,12,0,10,10.5,Low
14.0711341636043,5.01253575936876,1072.42770506511,3,11,0,14,7,100,80,70,90,44,0,70,70,70.3,High
0.890264613703701,8.06800667355477,224.136333655318,2,0,9,8,0,0,0,0,60,0,54,40,0,12.7,Low
14.3820448294302,5.4185490749874,1878.64957671412,2,17,10,18,8,100,80,100,60,68,60,90,80,81.6,Very High
0.28249699935911,8.07868719332073,327.108805510873,3,1,4,4,0,0,0,0,90,4,24,20,0,13,Low
11.7089675694812,5.62078390665659,1298.97303757422,2,17,6,2,3,100,80,70,60,68,36,10,30,61.9,High
10.5136086273399,5.35553203599483,1842.68370846096,1,20,10,17,8,100,80,100,30,80,60,85,80,80.5,Very High
14.3942218753271,9.18189359818095,1164.63211173668,3,22,11,15,6,100,80,70,90,88,66,75,60,81.4,Very High
12.0622260727677,9.24727454361507,1720.35420728594,3,24,14,11,6,100,80,100,90,96,84,55,60,84.9,Very High
0.597702951365283,7.38925190124297,400.800356125485,2,0,10,9,4,0,0,0,60,0,60,45,40,19.5,Low
14.5387749517881,8.79277568828086,713.791386031549,3,24,11,15,9,100,40,40,90,96,66,75,90,80.5,Very High
11.6418109016262,5.97901329845787,1496.46179365357,2,17,8,2,0,100,80,70,60,68,48,10,0,58,Moderate
0.894850558446002,7.75225571208837,1489.68249516492,0,4,6,8,0,0,0,70,0,16,36,40,0,16,Low
10.2912884582913,9.46309980299294,1176.06799682104,3,8,6,8,7,100,80,70,90,32,36,40,70,66.7,High
8.21409594958698,8.58416495513389,851.117895840458,1,22,10,8,3,70,40,40,30,88,60,40,30,54.1,Moderate
11.3533877036468,6.13776634292647,1632.34261780087,3,22,5,18,7,100,40,100,90,88,30,90,70,81.6,Very High
12.4166543840251,9.27309528708711,1140.55556823211,3,23,11,8,7,100,80,70,90,92,66,40,70,80.2,Very High
10.6361434098189,5.63486611369092,288.493675422438,3,12,8,16,3,100,80,0,90,48,48,80,30,61.5,High
2.41634568548269,8.57308627173032,1554.59212416073,1,16,7,13,0,40,40,100,30,64,42,65,0,46.4,Moderate
12.5625940678046,5.49637074027133,347.513498468427,3,21,12,5,9,100,80,0,90,84,72,25,90,73.4,High
14.6917770838045,5.33557946935216,773.578476458014,2,2,4,0,9,100,80,40,60,8,24,0,90,54.3,Moderate
0.894850558446002,7.75225571208837,1489.68249516492,0,4,6,8,0,0,0,70,0,16,36,40,0,16,Low
0.166279972418512,8.65161943440999,141.097255437859,1,0,7,11,0,0,40,0,30,0,42,55,0,14.6,Low
12.8711772844284,8.16366518312668,1621.53980671921,3,7,10,17,1,100,0,100,90,28,60,85,10,57.6,Moderate
0.502205171473869,6.07942893337191,310.597625208899,3,3,7,0,1,0,40,0,90,12,42,0,10,19,Low
0.931141684612476,6.89089269651909,791.804263688247,1,1,10,4,2,0,0,40,30,4,60,20,20,15.8,Low
8.31600743244324,8.2263196528768,1763.8288212301,0,16,12,6,4,70,0,100,0,64,72,30,40,49.4,Moderate
11.5136498574472,5.03948893939739,1724.27815142808,3,18,13,18,4,100,80,100,90,72,78,90,40,80.3,Very High
10.4790258932336,5.69087409652336,1470.60136898897,1,19,7,3,5,100,80,70,30,76,42,15,50,64.3,High
7.3142689093257,8.99512560171681,1728.28296411212,0,10,2,16,6,70,40,100,0,40,12,80,60,53.6,Moderate
4.40122954864768,8.27344354481625,260.87829765359,0,4,1,9,0,40,0,0,0,16,6,45,0,16,Low
6.67704270120781,9.07924187340683,1090.55765597266,1,6,0,17,0,70,80,70,30,24,0,85,0,45.3,Moderate
0.263275972459096,6.63480829088353,276.359957667982,1,5,3,5,4,0,0,0,30,20,18,25,40,16.4,Low
13.0920029880883,5.28985719467517,1592.84800702403,3,17,11,19,6,100,80,100,90,68,66,95,60,82.4,Very High
9.76455887425133,5.06159173062822,1328.86598244774,3,18,5,10,8,70,80,70,90,72,30,50,80,70.9,High
10.5136086273399,5.35553203599483,1842.68370846096,1,20,10,17,8,100,80,100,30,80,60,85,80,80.5,Very High
10.051195826763,5.5563130532955,1815.90194407047,1,13,9,9,3,100,80,100,30,52,54,45,30,63.1,High
0.154810428803353,8.51860994224406,593.623350224109,0,1,1,3,4,0,40,40,0,4,6,15,40,16.6,Low
0.993040949724718,9.38849883381441,1076.47718525103,1,22,2,18,9,0,80,70,30,88,12,90,90,58.7,Moderate
11.8874999432392,7.5711741860997,399.353282082937,0,9,9,12,9,100,0,0,0,36,54,60,90,49.4,Moderate
4.12369316343123,8.46635390440651,1990.35856920507,1,20,9,19,9,40,0,100,30,80,54,95,90,62.7,High
12.9849033582791,5.92897905818249,104.895708407109,3,24,5,18,9,100,80,0,90,96,30,90,90,80.2,Very High
12.9695672002516,9.35159108434971,1729.15007586689,1,2,11,15,6,100,80,100,30,8,66,75,60,62.4,High
10.6623961763172,8.08757884203433,1358.62631651412,2,4,2,0,5,100,0,70,60,16,12,0,50,44.3,Moderate
3.52198164773214,9.18965814029309,1020.19500062794,0,5,14,19,2,40,80,70,0,20,84,95,20,43.7,Moderate
14.2732084102632,8.93971387894299,1588.13793823197,3,3,6,19,9,100,40,100,90,12,36,95,90,70.2,High
14.0572518862224,8.02841172279475,765.892555747646,3,18,12,10,9,100,0,40,90,72,72,50,90,69.5,High
13.9801474394659,5.81399511363099,1876.79498764194,2,20,13,16,8,100,80,100,60,80,78,80,80,83.9,Very High
14.6618699240121,9.11545295244183,418.289580757675,2,19,11,13,6,100,80,0,60,76,66,65,60,68,High
6.32141204719903,9.33937580397658,1764.61651119222,3,13,7,2,8,70,80,100,90,52,42,10,80,66.5,High
8.73903002458165,8.04841825717039,1947.47343295406,3,22,0,10,5,70,0,100,90,88,0,50,50,63.1,High
11.5784452573822,5.19266404774792,1988.11216130917,2,23,10,15,6,100,80,100,60,92,60,75,60,81.9,Very High
13.8216404135449,8.22930489794216,850.775420280648,3,14,7,11,9,100,0,40,90,56,42,55,90,65.3,High
13.5117385223467,9.37167885991584,1543.41341550803,3,17,11,15,6,100,80,100,90,68,66,75,60,80.4,Very High
6.71344185971179,9.02106174501798,1931.45158721257,2,21,13,14,9,70,80,100,60,84,78,70,90,79.2,High
14.0354948281437,9.26196370838141,322.646527550362,2,21,3,13,2,100,80,0,60,84,18,65,20,61.2,High
11.678068770187,9.1834137185261,1315.48501031149,0,17,8,14,9,100,80,70,0,68,48,70,90,71.5,High
4.40462273640172,7.15213675853176,1900.60597850392,1,21,2,1,9,40,0,100,30,84,12,5,90,52.4,Moderate
1.24697540657339,5.10707814536528,766.449496901803,2,23,14,9,7,40,80,40,60,92,84,45,70,63.6,High
9.29458188042941,8.34954473034858,1434.47747140781,3,19,9,6,8,70,0,70,90,76,54,30,80,62.9,High
6.72628426106258,8.63211103386005,1156.74554939183,0,4,2,16,4,70,40,70,0,16,12,80,40,42.8,Moderate
6.25955594278307,9.43295947204012,1184.84106609608,3,19,3,18,6,70,80,70,90,76,18,90,60,72.1,High
10.7158153744358,5.84528516573939,1059.59339848843,0,8,13,13,9,100,80,70,0,32,78,65,90,65.3,High
0.640608718023911,5.61554548188901,1476.2242642085,0,17,11,13,3,0,80,70,0,68,66,65,30,42.9,Moderate
0.564992872374002,6.65168519344123,339.343382130978,0,0,8,8,5,0,0,0,0,0,48,40,50,13.9,Low
7.26358350932788,9.27993286684052,1389.17388328489,2,10,14,18,6,70,80,70,60,40,84,90,60,65.2,High
3.37675253754049,6.20659082811587,1143.30833149869,2,8,6,11,3,40,40,70,60,32,36,55,30,43.2,Moderate
12.9043282153136,7.69987585408266,1931.58498428972,0,7,2,1,7,100,0,100,0,28,12,5,70,47.2,Moderate
14.970441741776,5.20343056231116,1725.98232820559,3,16,14,17,7,100,80,100,90,64,84,85,70,83,Very High
9.60072164438703,8.94223602398322,1360.2858641296,3,12,7,17,9,70,40,70,90,48,42,85,90,67.7,High
13.2442415610868,6.8493100187013,749.681880413618,3,23,2,13,3,100,0,40,90,92,12,65,30,63,High
1.09828447268232,8.63457578135313,1447.12555290519,0,19,3,10,1,40,40,70,0,76,18,50,10,41.6,Moderate
13.090123642444,6.20366078152233,1892.31867386394,3,16,13,19,8,100,40,100,90,64,78,95,80,81.2,Very High
6.5433162014106,9.03578544694848,336.693602375756,3,14,9,13,9,70,80,0,90,56,54,65,90,64.9,High
4.40122954864768,8.27344354481625,260.87829765359,0,4,1,9,0,40,0,0,0,16,6,45,0,16,Low
9.59213616186106,9.17077196532804,1899.72934962722,0,16,4,7,8,70,80,100,0,64,24,35,80,61.5,High
11.3882086769594,5.09969873209259,111.126956832348,2,14,11,16,9,100,80,0,60,56,66,80,90,70,High
3.493804456717,6.91364401745403,1408.59318332369,3,14,14,5,7,40,0,70,90,56,84,25,70,52.4,Moderate
12.2661383820927,9.06403266759801,1562.35330297552,3,23,7,4,9,100,80,100,90,92,42,20,90,83,Very High
0.820470027942266,8.43154982549081,739.408790019798,2,3,0,4,3,0,0,40,60,12,0,20,30,18.9,Low
7.11420724952451,6.91853500888845,1356.755449114,0,20,10,3,1,70,0,70,0,80,60,15,10,43,Moderate
7.98892689255972,5.38420085799771,1833.02270408752,3,23,5,12,9,70,80,100,90,92,30,60,90,80.4,Very High
13.3579534411169,5.62080259918041,1418.83427229606,1,10,14,19,6,100,80,70,30,40,84,95,60,68.7,High
1.4255999711139,7.94805441956638,1534.91027578582,2,13,7,11,7,40,0,100,60,52,42,55,70,52.5,Moderate
13.3977755982476,6.71016740629873,1902.75427162176,2,22,8,19,4,100,0,100,60,88,48,95,40,71.5,High
10.0032633310494,5.71284212703206,951.145209320976,1,18,5,14,6,100,80,40,30,72,30,70,60,66.9,High
8.84127235366707,7.6971667838372,1252.47053512761,1,3,13,17,6,70,0,70,30,12,78,85,60,47.8,Moderate
1.60056201210407,7.40565538771848,1451.54117512221,1,20,9,19,1,40,0,70,30,80,54,95,10,47.7,Moderate
5.96143184414379,5.69238484245667,773.094955416598,2,8,2,17,9,70,80,40,60,32,12,85,90,61,High
13.9052752455403,5.01777176946518,1044.59889442202,2,10,7,10,4,100,80,70,60,40,42,50,40,62.1,High
13.1700396634325,7.98975718135728,1562.66256740352,3,19,0,18,2,100,0,100,90,76,0,90,20,66.2,High
14.8279971497033,8.76358284621936,1600.37128597956,0,19,3,2,7,100,40,100,0,76,18,10,70,61.6,High
10.9493023837917,9.11047574914839,1387.37506069974,3,24,13,17,4,100,80,70,90,96,78,85,40,81.6,Very High
13.5294136250982,8.01495216129409,1752.86777569646,1,0,12,9,1,100,0,100,30,0,72,45,10,42.6,Moderate
2.48335014062506,7.51699977465338,328.33342346124,0,2,4,10,0,40,0,0,0,8,24,50,0,15.8,Low
0.99245309514123,8.64722373552246,1321.72030410677,0,1,12,0,2,0,40,70,0,4,72,0,20,18.4,Low
1.36899797188021,7.98165742625445,175.101511342353,0,7,5,5,0,40,0,0,0,28,30,25,0,17.6,Low
10.6200745472315,5.30285898217326,595.823601800197,0,22,10,0,1,100,80,40,0,88,60,0,10,54.1,Moderate
0.922858490047133,7.11936370534667,124.139349106908,2,0,14,19,0,0,0,0,60,0,84,95,0,19.7,Low
10.4831714258572,5.67921052572165,1837.05818933476,3,14,14,14,8,100,80,100,90,56,84,70,80,81.4,Very High
6.00452536969046,8.27098224824844,307.414676556065,0,1,1,1,0,70,0,0,0,4,6,5,0,15.6,Low
10.7476778658486,9.35326451076714,1682.64662579329,3,19,5,15,9,100,80,100,90,76,30,75,90,84.7,Very High
12.566949829538,9.37335617025353,1799.65237706271,2,24,6,12,7,100,80,100,60,96,36,60,70,81.5,Very High
6.25413456331549,6.66819745885074,955.796417071523,3,6,10,14,1,70,0,40,90,24,60,70,10,43.3,Moderate
13.2033397053317,7.47324642877506,993.759778766646,1,9,1,3,5,100,0,40,30,36,6,15,50,43.5,Moderate
2.77239701791729,7.67363593640052,337.927651003429,0,2,6,0,3,40,0,0,0,8,36,0,30,15.9,Low
13.4801114888717,6.06941983600615,1865.56085904541,3,12,9,6,8,100,40,100,90,48,54,30,80,70.3,High
5.20364013534115,8.65657913056538,1951.42974997194,1,11,7,5,6,70,40,100,30,44,42,25,60,53.4,Moderate
13.7630833306762,5.63439655139852,1575.3590308418,3,14,7,16,9,100,80,100,90,56,42,80,90,81.8,Very High
12.4741298644804,7.08445636085553,685.584975919877,3,17,9,9,9,100,0,40,90,68,54,45,90,67.3,High
11.6207161563052,9.16055222231857,1728.93345342686,3,24,4,19,8,100,80,100,90,96,24,95,80,88.9,Very High
5.12199446520418,7.5546387290548,1684.02247077679,3,22,2,12,5,70,0,100,90,88,12,60,50,64.7,High
0.141337359045216,7.64250199704059,371.729789622841,1,0,6,2,1,0,0,0,30,0,36,10,10,7.3,Low
7.43205043579851,7.94306290381346,1225.63241204828,3,24,7,18,1,70,0,70,90,96,42,90,10,61.8,High
11.187189888134,5.55029482718009,1148.40550161152,3,24,10,16,6,100,80,70,90,96,60,80,60,83.2,Very High
0.622404739725436,6.83351751407972,316.429368205876,1,9,8,1,2,0,0,0,30,36,48,5,20,16.1,Low
13.4807239389349,5.55021474688549,1498.26659190121,3,24,3,7,9,100,80,70,90,96,18,35,90,81.1,Very High
6.32141204719903,9.33937580397658,1764.61651119222,3,13,7,2,8,70,80,100,90,52,42,10,80,66.5,High
11.811724862713,5.85278456867827,1868.57936279481,3,19,14,16,6,100,80,100,90,76,84,80,60,83.4,Very High
13.5233021470204,5.09792354087259,1317.80306352852,2,2,6,7,3,100,80,70,60,8,36,35,30,52.4,Moderate
13.8622493127502,5.61992854939191,1536.8947408673,1,24,11,13,8,100,80,100,30,96,66,65,80,82,Very High
11.6693582031527,6.36725567154343,558.657304256036,3,24,11,19,8,100,40,40,90,96,66,95,80,81,Very High
13.5831268129649,9.44200351561539,510.688730375551,3,24,11,17,6,100,80,40,90,96,66,85,60,81,Very High
2.27907461815891,5.98923882702261,1936.34221707098,0,18,6,14,9,40,80,100,0,72,36,70,90,62.7,High
6.60868545953587,5.78395459079063,669.240616476389,3,11,11,19,6,70,80,40,90,44,66,95,60,65.6,High
0.792743720546064,7.03483202339679,377.360761726056,0,2,3,8,1,0,0,0,0,8,18,40,10,8,Low
10.6398376342634,9.1944329558944,521.757451563055,2,10,4,14,4,100,80,40,60,40,24,70,40,60.2,High
12.566949829538,9.37335617025353,1799.65237706271,2,24,6,12,7,100,80,100,60,96,36,60,70,81.5,Very High
13.1481704608072,9.16657286080616,1661.5841016494,3,23,6,14,9,100,80,100,90,92,36,70,90,87.7,Very High
1.42744230821686,9.04649263922624,148.389718157614,0,14,8,15,2,40,80,0,0,56,48,75,20,40.1,Moderate
6.92993704209863,6.10865561546008,931.790359999177,0,20,12,11,5,70,40,40,0,80,72,55,50,54.6,Moderate
6.14369145460883,7.08637130814152,1986.97754628733,3,14,10,19,2,70,0,100,90,56,60,95,20,59.7,Moderate
13.3403892531175,8.50188950273335,1242.49509676504,3,23,6,17,8,100,40,70,90,92,36,85,80,80.7,Very High
9.16149678341129,7.62797412367487,1402.86080811415,3,24,3,15,2,70,0,70,90,96,18,75,20,60.6,High
12.1743181865327,5.79711481616537,1651.57725620104,3,24,5,7,6,100,80,100,90,96,30,35,60,80.2,Very High
1.43321300439458,7.0104852886347,483.258327665422,0,5,5,5,2,40,0,0,0,20,30,25,20,19,Low
11.8874999432392,7.5711741860997,399.353282082937,0,9,9,12,9,100,0,0,0,36,54,60,90,49.4,Moderate
10.9683260349985,8.68927268532867,1550.94229853254,3,23,5,10,9,100,40,100,90,92,30,50,90,81.4,Very High
12.1217929997357,6.49100650820565,1959.0547962837,0,13,14,7,6,100,40,100,0,52,84,35,60,61.1,High
10.3689201761765,8.93770971954262,1679.9383563212,2,24,14,19,5,100,40,100,60,96,84,95,50,80.4,Very High
12.4092675985768,6.94356478536232,531.987802805096,1,3,14,13,4,100,0,40,30,12,84,65,40,46.1,Moderate
3.31264379694969,6.53614768440508,879.645142175672,0,1,9,4,1,40,0,40,0,4,54,20,10,19,Low
14.3499696014762,5.51123744018809,1196.16077836626,3,23,7,10,9,100,80,70,90,92,42,50,90,83,Very High
12.081274757948,5.77166409434613,651.930731961772,3,20,12,14,9,100,80,40,90,80,72,70,90,81.1,Very High
14.5236661728487,5.47023973078264,1716.94286997885,0,23,3,8,9,100,80,100,0,92,18,40,90,74.8,High
2.36373135839807,7.22742867170278,1656.43781448887,0,21,11,13,5,40,0,100,0,84,66,65,50,52.1,Moderate
0.962834829634331,8.16507069019604,124.321255825162,0,9,6,10,0,0,0,0,0,36,36,50,0,14,Low
12.1981499848705,7.17866298175514,597.584318984761,2,19,11,2,8,100,0,40,60,76,66,10,80,61.5,High
11.0538071119644,5.4495196787438,1910.89990172038,3,11,3,15,2,100,80,100,90,44,18,75,20,67.2,High
11.736054669488,7.10451081385252,1532.56531781583,3,12,6,11,3,100,0,100,90,48,36,55,30,60.4,High
7.83892063735974,7.69207873426188,330.391660799448,1,1,0,4,0,70,0,0,30,4,0,20,0,19.8,Low
2.22976701616674,8.48145994423467,170.64793941093,1,1,1,1,0,40,0,0,30,4,6,5,0,12.6,Low
13.8216404135449,8.22930489794216,850.775420280648,3,14,7,11,9,100,0,40,90,56,42,55,90,65.3,High
0.570196504641937,6.83388130714481,1186.83553218777,2,5,1,1,1,0,0,70,60,20,6,5,10,19.3,Low
14.3466552514416,5.02918241900623,1957.64421313504,2,20,4,19,7,100,80,100,60,80,24,95,70,81.2,Very High
12.8614781400456,9.14985811228717,1717.52462299429,3,21,7,15,5,100,80,100,90,84,42,75,50,80.9,Very High
13.7995728548983,5.22100609121411,1590.22373135457,3,20,14,5,9,100,80,100,90,80,84,25,90,83.2,Very High
